Brand,Name,Price,Image,Link
Infinix,"Infinix Smart 6 HD - 6.6"" - 2 Go - 32 Go et Pochette + Anticasse - Blue - Garantie 1 an",359.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/3556/1.jpg?4809,https://www.jumia.com.tn/smartphones//smart-6-6.6-2-go-32-go-heart-of-ocean-garantie-1-an-infinix-mpg22486.html
Samsung,"Samsung Galaxy A04e 6.5"" HD+ 3G+4G Ram Plus 64G - Bleu - Garantie 1 an",479.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/8427/1.jpg?7589,https://www.jumia.com.tn/smartphones//samsung-galaxy-a04e-6.5-hd-3g4g-ram-plus-64g-bleu-garantie-1-an-724856.html
Infinix,"Infinix Hot  20i - 6,6"" HD+ IPS - 6GB - 128GB - Noir - Garantie 1 an",539.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/0347/1.jpg?1126,https://www.jumia.com.tn/smartphones//infinix-hot-20i-66-hd-ips-6gb-128gb-noir-garantie-1-an-743054.html
Iku,"Iku X5 - 6.95"" - 3 Go - 32 Go -5500mAh -  Blue - Garantie 1 an",341.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8696/1.jpg?7209,https://www.jumia.com.tn/smartphones//iku-x5-6.95-3-go-32-go-5500mah-blue-garantie-1-an-696859.html
Oukitel,"Oukitel WP20 - Etanche + Robuste - 5.93"" -4 Go-32 Go -6300 Mah + Cadeau Kit- Noir+Vert - Garantie 1 An",549.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0266/1.jpg?5514,https://www.jumia.com.tn/smartphones//oukitel-wp20-etanche-robuste-5.93-4-go-32-go-6300-mah-cadeau-kit-noirvert-garantie-1-an-662014.html
XIAOMI,"XIAOMI Redmi 10C - 6.71""- 4Go - 128Go - Bleu - Garantie 1 an",619.9,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/9356/1.jpg?0685,https://www.jumia.com.tn/smartphones//xiaomi-redmi-10c-6.71-4go-128go-bleu-garantie-1-an-653903.html
Oppo,"Oppo A17k 6.56"" 3 - 64 Gb Navy Blue -5000 mAh - Garantie 1 An",487.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/3586/1.jpg?5145,https://www.jumia.com.tn/smartphones//oppo-a17k-6.56-3-64-gb-navy-blue-5000-mah-garantie-1-an-685361.html
XIAOMI,"XIAOMI Note 12 -6.67""- 4Go-128Go-Gris- Garantie 1an",714.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/7837/1.jpg?8512,https://www.jumia.com.tn/smartphones//xiaomi-note-12-6.67-4go-128go-gris-garantie-1an-738714.html
XIAOMI,"XIAOMI Redmi 12C - 6.71"" - 4 Go - 128 Go - Vert - Garantie 1 an",579.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/7627/1.jpg?2547,https://www.jumia.com.tn/smartphones//xiaomi-redmi-12c-6.71-4-go-128-go-vert-garantie-1-an-726783.html
Apple,"Apple iPhone 14 Pro Max - 6,7"" - 128 GB -Space Black - Garantie 12 mois",7549.92,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/6296/1.jpg?3831,https://www.jumia.com.tn/smartphones//apple-iphone-14-pro-max-67-128-gb-space-black-garantie-12-mois-692673.html
Nokia,Nokia C1 2ÈME ÉDITION 1GO 16GO - purple Garantie 1 An,209.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/2527/1.jpg?4798,https://www.jumia.com.tn/smartphones//nokia-c1-2eme-edition-1go-16go-purple-garantie-1-an-725201.html
Apple,"Apple iPhone 14 - 6,1"" - 128 GB - Starlight - Garantie 12 mois",5352.76,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/7296/1.jpg?8373,https://www.jumia.com.tn/smartphones//apple-iphone-14-61-128-gb-starlight-garantie-12-mois-692711.html
Apple,Apple Iphone 11 - 64 Go - Noir - Garantie 1 an,2299.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/1047/1.jpg?2165,https://www.jumia.com.tn/smartphones//apple-iphone-11-64-go-noir-garantie-1-an-740160.html
Nokia,"Nokia C2 2eme Edition - 6.51"" - 4G - 2Go - 32Go + Pochette et Anticasse - Gris - Garantie 1 An -",299.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/8807/1.jpg?9905,https://www.jumia.com.tn/smartphones//nokia-c2-2eme-edition-6.51-4g-2go-32go-pochette-et-anticasse-gris-garantie-1-an-708863.html
Nokia,"Nokia 150 black .2.40"" (240 * 320 pixels)  8MB",159.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/1992/1.jpg?9864,https://www.jumia.com.tn/smartphones//150-black-.2.40-240-320-pixels-8mb-nokia-mpg20792.html
Iku,"Iku X5 - 6.95"" - 3 Go - 32 Go - 5500mAh -  Vert  - Garantie 1 an",359.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/8696/1.jpg?7209,https://www.jumia.com.tn/smartphones//iku-x5-6.95-3-go-32-go-5500mah-vert-garantie-1-an-696860.html
Samsung,"Samsung Galaxy A04S - 6.5"" - 4Go - 64Go - Copper - Garantie 1 an",570.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/9937/1.jpg?7507,https://www.jumia.com.tn/smartphones//samsung-galaxy-a04s-6.5-4go-64go-copper-garantie-1-an-739910.html
XIAOMI,"XIAOMI Redmi 10 2022 - 6.5"" - 6 Go - 128 Go - Blanc- Garantie 1 an",779.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/4107/1.jpg?5726,https://www.jumia.com.tn/smartphones//xiaomi-redmi-10-2022-6.5-6-go-128-go-blanc-garantie-1-an-701461.html
XIAOMI,XIAOMI Redmi  Smartphone - A1 Plus - 2 Go -32 Go - Noir - Garantie 1 an,349.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/8237/1.jpg?0046,https://www.jumia.com.tn/smartphones//xiaomi-redmi-smartphone-a1-plus-2-go-32-go-noir-garantie-1-an-732816.html
XIAOMI,"XIAOMI Redmi A1+ - 6,52 ″ - 2Go - 32Go + Anticasse - Black - Garantie 1 An",360.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6776/1.jpg?8347,https://www.jumia.com.tn/smartphones//xiaomi-redmi-a1-652-2go-32go-anticasse-black-garantie-1-an-677639.html
XIAOMI,"XIAOMI Redmi 10C - 6.71"" - 4GB - 128GB - Gris Graphite - Garantie 1 an",619.9,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/9356/1.jpg?0684,https://www.jumia.com.tn/smartphones//xiaomi-redmi-10c-6.71-4gb-128gb-gris-graphite-garantie-1-an-653905.html
Infinix,"Infinix Smartphone SMART 6 PLUS - 2G -64G - 6,82"" - TRANQUIL SEA BLUE - X6823 - Garantie 1an",368.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/0796/1.jpg?1048,https://www.jumia.com.tn/smartphones//infinix-smartphone-smart-6-plus-2g-64g-682-tranquil-sea-blue-x6823-garantie-1an-697035.html
Huawei,"Huawei Nova Y90 - 6.7"" - 8Go - 128Go + 128gb Carte Mémoire  - Blue - Garantie 1an",1099.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/6837/1.jpg?4896,https://www.jumia.com.tn/smartphones//huawei-nova-y90-6.7-8go-128go-128gb-carte-memoire-blue-garantie-1an-738683.html
XIAOMI,XIAOMI Redmi Note 11 - 4G - 128G - Bleu - Garantie 1 An,729.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/5466/1.jpg?0146,https://www.jumia.com.tn/smartphones//xiaomi-redmi-note-11-4g-128g-bleu-garantie-1-an-664551.html
Infinix,"Infinix Smart 7 - 6.62"" - 4 Go - 64 Go - Vert - Garantie 1 an",379.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/3627/1.jpg?2808,https://www.jumia.com.tn/smartphones//infinix-smart-7-6.62-4-go-64-go-vert-garantie-1-an-726398.html
XIAOMI,"XIAOMI Redmi 10 2022 - 6.5"" - 6Go - 128Go - Carbon Gray - Garantie 1 an",879.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/4996/1.jpg?5848,https://www.jumia.com.tn/smartphones//xiaomi-redmi-10-2022-6.5-6go-128go-carbon-gray-garantie-1-an-699409.html
Samsung,"Samsung Galaxy A04e 6.5"" HD + 7Gb Ram(3+4) + 128GB - Black- Garantie 1 an",539.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8827/1.jpg?7988,https://www.jumia.com.tn/smartphones//samsung-galaxy-a04e-6.5-hd-7gb-ram34-128gb-black-garantie-1-an-728859.html
Schneider,"Schneider Wave 3 - 6.52"" - 4Go - 32 Go - Noir - Garantie 1an + Pochette + Anticasse",379.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6174/1.jpg?8070,https://www.jumia.com.tn/smartphones//schneider-wave-3-6.52-4go-32-go-noir-garantie-1an-pochette-anticasse-471692.html
Apple,"Apple iPhone 14 Pro - 6,1"" -  6G - 256  GB - Deep Purple   - Garantie 1AN",7199.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3937/1.jpg?6090,https://www.jumia.com.tn/smartphones//apple-iphone-14-pro-61-6g-256-gb-deep-purple-garantie-1an-739331.html
XIAOMI,XIAOMI Redmi - Smartphone - A1 Plus - 2GB - 32GB - Vert - Garantie 1 an,349.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8237/1.jpg?1308,https://www.jumia.com.tn/smartphones//xiaomi-redmi-smartphone-a1-plus-2gb-32gb-vert-garantie-1-an-732878.html
Schneider,"Schneider Wave 3 - 6.52"" - 4Go - 32 Go - Mint Green - Garantie 1an + Pochette + Anticasse",399.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/1374/1.jpg?6066,https://www.jumia.com.tn/smartphones//wave-3-6.52-4go-32-go-mint-green-garantie-1an-pochette-anticasse-schneider-mpg32377.html
Infinix,"Infinix HOT 20 - 6,82"" -50MP - 90Hz - 11gb Ram -128GB + Anticasse et Pochette - Violet - Garantie 1An",666.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/8117/1.jpg?6735,https://www.jumia.com.tn/smartphones//infinix-hot-20-682-50mp-90hz-11gb-ram-128gb-anticasse-et-pochette-violet-garantie-1an-711810.html
Lenovo,"Lenovo K13 Note  - 6.5"" - 4Go - 128Go - Rose- Garantie 1 an",499.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/3206/1.jpg?8202,https://www.jumia.com.tn/smartphones//k13-note-6.5-4go-128go-rose-garantie-1-an-lenovo-mpg31755.html
Samsung,Samsung Galaxy  A04 - 4Go- 64Go - Noir - Garantie 1an,499.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/7496/1.jpg?8927,https://www.jumia.com.tn/smartphones//samsung-galaxy-a04-4go-64go-noir-garantie-1an-694740.html
Samsung,"Samsung Galaxy A04e  6.5"" HD+ 3G+4G Ram Plus 64G - Bleu - Garantie 1 an",489.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2717/1.jpg?9669,https://www.jumia.com.tn/smartphones//samsung-galaxy-a04e-6.5-hd-3g4g-ram-plus-64g-bleu-garantie-1-an-717234.html
Nokia,"Nokia C12 - 6.3"" - 2Go -64Go - Vert- Garantie 1 an",345.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/4727/1.jpg?7587,https://www.jumia.com.tn/smartphones//nokia-c12-6.3-2go-64go-vert-garantie-1-an-727442.html
XIAOMI,"XIAOMI Smartphone Redmi A1 Plus - 2Go - 32Go - 6.52"" - Bleu - Garantie 1an",331.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8427/1.jpg?9527,https://www.jumia.com.tn/smartphones//xiaomi-smartphone-redmi-a1-plus-2go-32go-6.52-bleu-garantie-1an-724861.html
XIAOMI,"XIAOMI Redmi 10C - 6.71""- 4Go - 128Go - Vert - Garantie 1 an",619.9,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/3337/1.jpg?5754,https://www.jumia.com.tn/smartphones//xiaomi-redmi-10c-6.71-4go-128go-vert-garantie-1-an-733379.html
Samsung,"Samsung Galaxy A04e 6.5"" HD+ 3G+4G Ram Plus 64G - Noir - Garantie 1 an",479.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/8427/1.jpg?7589,https://www.jumia.com.tn/smartphones//samsung-galaxy-a04e-6.5-hd-3g4g-ram-plus-64g-noir-garantie-1-an-724855.html
Oppo,"Oppo Reno 8T 5G - 6.7"" - 8G - 256GB - Noir - Garantie 1An",1714.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/8427/1.jpg?6667,https://www.jumia.com.tn/smartphones//oppo-reno-8t-5g-6.7-8g-256gb-noir-garantie-1an-724825.html
Evertek,Evertek M20S mini - 1GB RAM+16GB ROM - Rouge - Garantie 1 an,229.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/2047/1.jpg?0505,https://www.jumia.com.tn/smartphones//evertek-m20s-mini-1gb-ram16gb-rom-rouge-garantie-1-an-740213.html
Itel,"Itel P38 - 6.52"" - 2Go - 32Go - 6.5"" -5000mAH + Pochette et Anticasse - Green- Garantie 1 An",284.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/0247/1.jpg?2125,https://www.jumia.com.tn/smartphones//itel-p38-6.52-2go-32go-6.5-5000mah-pochette-et-anticasse-green-garantie-1-an-742017.html
Infinix,"Infinix SMART 6 HD - 6.6""  - 4G/DS - 2/32 GB - X6512 - Force Black",368.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/0307/1.jpg?7826,https://www.jumia.com.tn/smartphones//infinix-smart-6-hd-6.6-4gds-232-gb-x6512-force-black-703037.html
Smart,Smart M50 -6.8- 4Go-128Go - Blue- Garantie 1 an,419.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/0817/1.jpg?1008,https://www.jumia.com.tn/smartphones//smart-m50-6.8-4go-128go-blue-garantie-1-an-718015.html
Oppo,"Oppo A17 6.56"" 4 - 64 Gb Noir -5000 mAh et Pochette + Anticasse Gratuite - Garantie 1 An",589.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/2396/1.jpg?4168,https://www.jumia.com.tn/smartphones//oppo-a17-6.56-4-64-gb-noir-5000-mah-et-pochette-anticasse-gratuite-garantie-1-an-693209.html
Oukitel,"Oukitel WP20 -Etanche+Robuste -5.93"" -4 Go-32 Go +Cadeau Kit+Glass - Noir+Orange- Garantie 1 An",549.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/9766/1.jpg?6959,https://www.jumia.com.tn/smartphones//oukitel-wp20-etancherobuste-5.93-4-go-32-go-cadeau-kitglass-noirorange-garantie-1-an-667950.html
XIAOMI,"XIAOMI Redmi 12C - 6.71"" - 4 Go - 128 Go - Gris - Garantie 1 an",571.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/0827/1.jpg?4854,https://www.jumia.com.tn/smartphones//xiaomi-redmi-12c-6.71-4-go-128-go-gris-garantie-1-an-728090.html
Iku,"Iku A7 - 6"" - 2 Go - 16 Go - Dark Red - Garantie 1 an",279.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/3416/1.jpg?3401,https://www.jumia.com.tn/smartphones//iku-a7-6-2-go-16-go-dark-red-garantie-1-an-614373.html
XIAOMI,XIAOMI Smartphone Redmi Note 10 Pro  - 8G -  256 Go - Gris - Garantie 1 an,1224.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2937/1.jpg?5229,https://www.jumia.com.tn/smartphones//xiaomi-smartphone-redmi-note-10-pro-8g-256-go-gris-garantie-1-an-739232.html
XIAOMI,"XIAOMI Redmi A1+ - 6,52 ″ - 2Go - 32Go - Light green - Garantie 1 An",349.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/0986/1.jpg?2660,https://www.jumia.com.tn/smartphones//xiaomi-redmi-a1-652-2go-32go-light-green-garantie-1-an-689079.html
Oppo,Oppo A77 - 8Gb Ram(4+4) + 128gb - 33W charge - 50Mp - Blue- Garantie 1An,798.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/1037/1.jpg?8228,https://www.jumia.com.tn/smartphones//oppo-a77-8gb-ram44-128gb-33w-charge-50mp-blue-garantie-1an-730154.html
Itel,"Itel P38 - 6.52"" - 2Go - 32Go - 6.5"" -5000mAH + Pochette et Anticasse - Green- Garantie 1 An",284.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/0247/1.jpg?2125,https://www.jumia.com.tn/smartphones//itel-p38-6.52-2go-32go-6.5-5000mah-pochette-et-anticasse-green-garantie-1-an-742017.html
XIAOMI,"XIAOMI Redmi10C - 6.71""- 4Go - 64Go  - Graphite Gray - Garantie 1 an",699.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/4555/1.jpg?7146,https://www.jumia.com.tn/smartphones//redmi-10c-6.71-4gb-64gb-gris-graphite-garantie-1-an-xiaomi-mpg33910.html
Infinix,"Infinix Hot  20i - 6,6"" HD+ IPS - 6GB - 128GB - Bleu- Garantie 1 an",539.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/2447/1.jpg?4366,https://www.jumia.com.tn/smartphones//infinix-hot-20i-66-hd-ips-6gb-128gb-bleu-garantie-1-an-744295.html
XIAOMI,"XIAOMI Note 12 - 4G -6.67""- 6Go-128Go-Vert- Garantie 1an",779.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7837/1.jpg?8512,https://www.jumia.com.tn/smartphones//xiaomi-note-12-4g-6.67-6go-128go-vert-garantie-1an-738716.html
Smart,Smart M50 -6.8- 4Go-128Go - Blue- Garantie 1 an,419.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/0817/1.jpg?1008,https://www.jumia.com.tn/smartphones//smart-m50-6.8-4go-128go-blue-garantie-1-an-718015.html
Benco,Benco Y11 - 3G - DS - 1Gb- 32G Et Pochette + Anticasse - Blue - Garantie 1an,199.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3217/1.jpg?8971,https://www.jumia.com.tn/smartphones//benco-y11-3g-ds-1gb-32g-et-pochette-anticasse-blue-garantie-1an-712341.html
Smart,"Smart E1 - 6.1"" - 2Go - 16Go - Noir  - Garantie 1 an",239.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/9766/1.jpg?2990,https://www.jumia.com.tn/smartphones//smart-e1-6.1-2go-16go-noir-garantie-1-an-667904.html
Schneider,"Schneider Wave 3 - 6.52"" - 4Go - 32 Go - Mint Green - Garantie 1an",398.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/1226/1.jpg?4510,https://www.jumia.com.tn/smartphones//schneider-wave-3-6.52-4go-32-go-mint-green-garantie-1an-622110.html
Iku,"Iku A23 - 6.1"" - 4G  - 2 Go - 32 Go - Rouge - Garantie 1 an",299.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/5416/1.jpg?3514,https://www.jumia.com.tn/smartphones//iku-a23-6.1-4g-2-go-32-go-rouge-garantie-1-an-614504.html
Iku,"Iku A23 - 6.1""- 4G - 2 Go - 32 Go - Gris - Garantie 1 an",299.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/5416/1.jpg?3513,https://www.jumia.com.tn/smartphones//iku-a23-6.1-4g-2-go-32-go-gris-garantie-1-an-614509.html
Oppo,"Oppo A17k 6.56"" 3 - 64 Gb Navy Blue -5000 mAh - Garantie 1 An",484.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3307/1.jpg?1666,https://www.jumia.com.tn/smartphones//oppo-a17k-6.56-3-64-gb-navy-blue-5000-mah-garantie-1-an-703307.html
Apple,"Apple iPhone 14 Pro - 6,1"" -  6G - 256  GB - Deep Purple   - Garantie 1AN",7199.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3937/1.jpg?6090,https://www.jumia.com.tn/smartphones//apple-iphone-14-pro-61-6g-256-gb-deep-purple-garantie-1an-739331.html
XIAOMI,"XIAOMI Redmi Note 12 Pro + 5G 6,67"" 120hz - 8 Go -256Go - Sky Blue Garantie 1 an",1679.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/2047/1.jpg?1407,https://www.jumia.com.tn/smartphones//xiaomi-redmi-note-12-pro-5g-667-120hz-8-go-256go-sky-blue-garantie-1-an-740221.html
Samsung,"Samsung Galaxy A14 - 6.6"" - 7Gb Ram(3+4)- 128 GB - 5000mAh - Noir-1an Garantie",777.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/8827/1.jpg?7991,https://www.jumia.com.tn/smartphones//samsung-galaxy-a14-6.6-7gb-ram34-128-gb-5000mah-noir-1an-garantie-728856.html
Smart,"Smart E2 - 6.55"" - 2Go - 32Go - Bleu  - Garantie 1 an",299.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/9766/1.jpg?2992,https://www.jumia.com.tn/smartphones//smart-e2-6.55-2go-32go-bleu-garantie-1-an-667907.html
Apple,"Apple iPhone 14 Pro - 6,1"" - 128 GB - Or - Garantie 12 mois",6987.4,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/6396/1.jpg?3777,https://www.jumia.com.tn/smartphones//apple-iphone-14-pro-61-128-gb-or-garantie-12-mois-693648.html
Evertek,Evertek Pokito - Double SIM - Noir,55.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/1727/1.jpg?4089,https://www.jumia.com.tn/smartphones//evertek-pokito-double-sim-noir-727145.html
Infinix,"Infinix Smart 7 - 6.62"" - 4 Go - 64 Go - Bleu  - Garantie 1 an",399.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/2717/1.jpg?5129,https://www.jumia.com.tn/smartphones//infinix-smart-7-6.62-4-go-64-go-bleu-garantie-1-an-717245.html
XIAOMI,"XIAOMI 12C - 6.72"" - 3 Go - 32 Go - Gris - Garantie 1 an",397.0,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/5337/1.jpg?0527,https://www.jumia.com.tn/smartphones//xiaomi-12c-6.72-3-go-32-go-gris-garantie-1-an-733538.html
